Tooth Count  #13	category	1:Primary tooth (deciduous) present;2:Permanent tooth present;3:Dental Implant;4:Tooth not present;5:Permanent dental root fragment present;9:Could not assess	WTMEC2YR
Tooth Count #12	category	1:Primary tooth (deciduous) present;2:Permanent tooth present;3:Dental Implant;4:Tooth not present;5:Permanent dental root fragment present;9:Could not assess	WTMEC2YR
Excluded from perio exam for med reasons	category	1:Yes;2:No	WTMEC2YR
LOA Mnd R(2B) MF calculated AL(mm)	int	0,13;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(LI) MF calculated AL(mm)	int	0,11;99:Cannot be assessed	WTMEC2YR
LOA Max R(C) MdL FGM-sulcus(mm)	int	0,10;99:Cannot be assessed	WTMEC2YR
LOA Max R(C) MdF FGM-sulcus(mm)	int	0,6;99:Cannot be assessed	WTMEC2YR
LOA Max R(C) DF FGM-sulcus(mm)	int	0,9;99:Cannot be assessed	WTMEC2YR
LOA Max R(C) ML FGM-sulcus(mm)	int	0,8;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(2B) ML calculated AL(mm)	int	0,10;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(LI) ML calculated AL(mm)	int	0,12;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(LI) DF calculated AL(mm)	int	0,15;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(2B) DF calculated AL(mm)	int	0,12;99:Cannot be assessed	WTMEC2YR
LOA Max R(C) MF FGM-sulcus(mm)	int	0,7;99:Cannot be assessed	WTMEC2YR
LOA Max R(C) DL FGM-sulcus(mm)	int	0,10;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(LI) MdF calculated AL(mm)	int	0,13;99:Cannot be assessed	WTMEC2YR
LOA Max R(CI) DL FGM-CEJ(mm)	int	-5,1;99:Cannot be assessed	WTMEC2YR
LOA Max R(CI) MF FGM-CEJ(mm)	int	-7,2;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(1M) MdL FGM-sulcus(mm)	int	0,6;99:Cannot be assessed	WTMEC2YR
LOA Max R(1B) MF FGM-CEJ(mm)	int	-9,2;99:Cannot be assessed	WTMEC2YR
LOA Max R(1B) DL FGM-CEJ(mm)	int	-9,2;99:Cannot be assessed	WTMEC2YR
LOA Max R(CI) ML FGM-CEJ(mm)	int	-6,2;99:Cannot be assessed	WTMEC2YR
LOA Max R(1B) MdF FGM-CEJ(mm)	int	-10,1;99:Cannot be assessed	WTMEC2YR
LOA Max R(1B) MdL FGM-CEJ(mm)	int	-9,1;99:Cannot be assessed	WTMEC2YR
LOA Max R(CI) DF FGM-CEJ(mm)	int	-8,2;99:Cannot be assessed	WTMEC2YR
LOA Max R(1B) DF FGM-CEJ(mm)	int	-8,2;99:Cannot be assessed	WTMEC2YR
LOA Max R(CI) MdL FGM-CEJ(mm)	int	-6,1;99:Cannot be assessed	WTMEC2YR
LOA Max R(CI) MdF FGM-CEJ(mm)	int	-8,2;99:Cannot be assessed	WTMEC2YR
LOA Max R(1B) ML FGM-CEJ(mm)	int	-8,1;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(1M) DF FGM-sulcus(mm)	int	0,9;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(CI) MF FGM-sulcus(mm)	int	0,9;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(CI) DL FGM-sulcus(mm)	int	0,9;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(CI) DF FGM-sulcus(mm)	int	0,8;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(CI) ML FGM-sulcus(mm)	int	0,8;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(CI) MdL FGM-sulcus(mm)	int	0,5;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(CI) MdF FGM-sulcus(mm)	int	0,6;99:Cannot be assessed	WTMEC2YR
LOA Max L(LI) ML calculated AL(mm)	int	0,11;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(CI) MF calculated AL(mm)	int	0,13;99:Cannot be assessed	WTMEC2YR
LOA Max R(1M) DL FGM-CEJ(mm)	int	-12,2;99:Cannot be assessed	WTMEC2YR
LOA Max R(1M) MF FGM-CEJ(mm)	int	-10,1;99:Cannot be assessed	WTMEC2YR
LOA Max L(LI) DF calculated AL(mm)	int	0,9;99:Cannot be assessed	WTMEC2YR
LOA Max L(LI) MdF calculated AL(mm)	int	0,11;99:Cannot be assessed	WTMEC2YR
LOA Max L(LI) MdL calculated AL(mm)	int	0,10;99:Cannot be assessed	WTMEC2YR
LOA Max L(LI) MF calculated AL(mm)	int	0,12;99:Cannot be assessed	WTMEC2YR
LOA Max R(1M) DF FGM-CEJ(mm)	int	-10,1;99:Cannot be assessed	WTMEC2YR
LOA Max L(LI) DL calculated AL(mm)	int	0,10;99:Cannot be assessed	WTMEC2YR
LOA Max R(1M) ML FGM-CEJ(mm)	int	-7,2;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(CI) ML calculated AL(mm)	int	0,10;99:Cannot be assessed	WTMEC2YR
LOA Max R(1M) MdF FGM-CEJ(mm)	int	-9,1;99:Cannot be assessed	WTMEC2YR
LOA Max R(1M) MdL FGM-CEJ(mm)	int	-12,1;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(CI) MdF calculated AL(mm)	int	0,12;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(CI) MdL calculated AL(mm)	int	0,9;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(2B) MF FGM-CEJ(mm)	int	-6,1;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(2B) DL FGM-CEJ(mm)	int	-8,1;99:Cannot be assessed	WTMEC2YR
LOA Max R(C) MdF FGM-CEJ(mm)	int	-10,2;99:Cannot be assessed	WTMEC2YR
LOA Max R(2B) MF calculated AL(mm)	int	0,9;99:Cannot be assessed	WTMEC2YR
LOA Max R(C) DF FGM-CEJ(mm)	int	-8,2;99:Cannot be assessed	WTMEC2YR
LOA Max R(1B) DF FGM-sulcus(mm)	int	0,6;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(LI) DL calculated AL(mm)	int	0,10;99:Cannot be assessed	WTMEC2YR
LOA Max R(C) ML FGM-CEJ(mm)	int	-8,2;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(2B) ML FGM-CEJ(mm)	int	-6,2;99:Cannot be assessed	WTMEC2YR
LOA Max R(2B) MdL calculated AL(mm)	int	0,10;99:Cannot be assessed	WTMEC2YR
LOA Max R(2B) MdF calculated AL(mm)	int	0,10;99:Cannot be assessed	WTMEC2YR
LOA Max R(2B) ML calculated AL(mm)	int	0,9;99:Cannot be assessed	WTMEC2YR
LOA Max R(C) MF FGM-CEJ(mm)	int	-8,1;99:Cannot be assessed	WTMEC2YR
LOA Max R(C) DL FGM-CEJ(mm)	int	-6,1;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(2B) MdF FGM-CEJ(mm)	int	-8,1;99:Cannot be assessed	WTMEC2YR
LOA Max R(1B) MdF FGM-sulcus(mm)	int	0,6;99:Cannot be assessed	WTMEC2YR
LOA Max L(LI) DL FGM-sulcus(mm)	int	0,9;99:Cannot be assessed	WTMEC2YR
LOA Max L(LI) MF FGM-sulcus(mm)	int	0,7;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(2B) DF FGM-CEJ(mm)	int	-8,2;99:Cannot be assessed	WTMEC2YR
LOA Max L(LI) DF FGM-sulcus(mm)	int	0,8;99:Cannot be assessed	WTMEC2YR
LOA Max L(CI) DF FGM-sulcus(mm)	int	0,10;99:Cannot be assessed	WTMEC2YR
LOA Max L(LI) ML FGM-sulcus(mm)	int	0,7;99:Cannot be assessed	WTMEC2YR
LOA Max L(LI) MdF FGM-sulcus(mm)	int	0,5;99:Cannot be assessed	WTMEC2YR
LOA Max L(LI) MdL FGM-sulcus(mm)	int	0,7;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(1B) ML FGM-CEJ(mm)	int	-6,2;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(1B) MdL FGM-CEJ(mm)	int	-8,2;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(1B) MdF FGM-CEJ(mm)	int	-9,1;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(2B) MdL FGM-CEJ(mm)	int	-8,2;99:Cannot be assessed	WTMEC2YR
LOA Max L(CI) MdF FGM-sulcus(mm)	int	0,10;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(2M) MdF FGM-sulcus(mm)	int	0,8;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(2M) MdL FGM-sulcus(mm)	int	0,8;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(1M) ML FGM-CEJ(mm)	int	-8,2;99:Cannot be assessed	WTMEC2YR
LOA Max R(1M) DL FGM-sulcus(mm)	int	0,8;99:Cannot be assessed	WTMEC2YR
LOA Max R(1M) MF FGM-sulcus(mm)	int	0,10;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(1B) MF calculated AL(mm)	int	0,11;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(2M) DF FGM-sulcus(mm)	int	0,10;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(1B) DL calculated AL(mm)	int	0,12;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(2M) ML FGM-sulcus(mm)	int	0,8;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(1M) MdL FGM-CEJ(mm)	int	-8,2;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(1M) MdF FGM-CEJ(mm)	int	-6,1;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(1M) MF FGM-CEJ(mm)	int	-7,1;99:Cannot be assessed	WTMEC2YR
LOA Max L(1M) DL FGM-CEJ(mm)	int	-8,2;99:Cannot be assessed	WTMEC2YR
LOA Max R(1M) ML FGM-sulcus(mm)	int	0,9;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(1B) MdF calculated AL(mm)	int	0,11;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(1B) MdL calculated AL(mm)	int	0,11;99:Cannot be assessed	WTMEC2YR
LOA Max R(1M) MdF FGM-sulcus(mm)	int	0,6;99:Cannot be assessed	WTMEC2YR
LOA Max R(1M) MdL FGM-sulcus(mm)	int	0,5;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(1B) ML calculated AL(mm)	int	0,11;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(2M) DL FGM-sulcus(mm)	int	0,8;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(2M) MF FGM-sulcus(mm)	int	0,9;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(1B) DF calculated AL(mm)	int	0,10;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(LI) MF FGM-sulcus(mm)	int	0,8;99:Cannot be assessed	WTMEC2YR
LOA Max L(LI) DL FGM-CEJ(mm)	int	-6,2;99:Cannot be assessed	WTMEC2YR
LOA Max L(LI) MF FGM-CEJ(mm)	int	-8,2;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(LI) DL FGM-sulcus(mm)	int	0,8;99:Cannot be assessed	WTMEC2YR
LOA Max L(LI) DF FGM-CEJ(mm)	int	-6,2;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(LI) DF FGM-sulcus(mm)	int	0,8;99:Cannot be assessed	WTMEC2YR
LOA Max L(LI) ML FGM-CEJ(mm)	int	-8,2;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(LI) MdL calculated AL(mm)	int	0,12;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(LI) ML FGM-sulcus(mm)	int	0,9;99:Cannot be assessed	WTMEC2YR
LOA Max L(LI) MdF FGM-CEJ(mm)	int	-8,2;99:Cannot be assessed	WTMEC2YR
LOA Max L(LI) MdL FGM-CEJ(mm)	int	-8,2;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(LI) MdF FGM-sulcus(mm)	int	0,7;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(LI) MdL FGM-sulcus(mm)	int	0,8;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(2B) DL FGM-CEJ(mm)	int	-6,2;99:Cannot be assessed	WTMEC2YR
LOA Max L(2M) MdL FGM-CEJ(mm)	int	-12,2;99:Cannot be assessed	WTMEC2YR
LOA Max L(2M) MdF FGM-CEJ(mm)	int	-8,2;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(C) MF FGM-CEJ(mm)	int	-8,2;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(2B) MF FGM-CEJ(mm)	int	-6,2;99:Cannot be assessed	WTMEC2YR
LOA Max L(CI) ML FGM-sulcus(mm)	int	0,8;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(C) DL FGM-CEJ(mm)	int	-8,2;99:Cannot be assessed	WTMEC2YR
LOA Max L(2M) DF FGM-CEJ(mm)	int	-8,2;99:Cannot be assessed	WTMEC2YR
LOA Max L(CI) MdL FGM-sulcus(mm)	int	0,8;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(1B) DF FGM-CEJ(mm)	int	-8,2;99:Cannot be assessed	WTMEC2YR
LOA Max L(2M) ML FGM-CEJ(mm)	int	-8,2;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(CI) DF calculated AL(mm)	int	0,12;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(C) DF FGM-CEJ(mm)	int	-8,2;99:Cannot be assessed	WTMEC2YR
LOA Max L(CI) MF FGM-sulcus(mm)	int	0,9;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(C) ML FGM-CEJ(mm)	int	-8,2;99:Cannot be assessed	WTMEC2YR
LOA Max L(CI) DL FGM-sulcus(mm)	int	0,8;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(1B) MF FGM-CEJ(mm)	int	-7,2;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(C) MdF FGM-CEJ(mm)	int	-10,1;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(C) MdL FGM-CEJ(mm)	int	-9,1;99:Cannot be assessed	WTMEC2YR
LOA Max L(2M) MF FGM-CEJ(mm)	int	-8,2;99:Cannot be assessed	WTMEC2YR
LOA Max L(2M) DL FGM-CEJ(mm)	int	-9,2;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(2B) MdL calculated AL(mm)	int	0,15;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(CI) ML calculated AL(mm)	int	0,12;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(LI) ML FGM-sulcus(mm)	int	0,7;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(LI) DF FGM-sulcus(mm)	int	0,8;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(LI) MdL FGM-sulcus(mm)	int	0,5;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(LI) MdF FGM-sulcus(mm)	int	0,7;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(LI) DL FGM-sulcus(mm)	int	0,7;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(LI) MF FGM-sulcus(mm)	int	0,8;99:Cannot be assessed	WTMEC2YR
LOA Max L(2M) MdL FGM-sulcus(mm)	int	0,8;99:Cannot be assessed	WTMEC2YR
LOA Max L(2M) MdF FGM-sulcus(mm)	int	0,7;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(2M) MF calculated AL(mm)	int	0,9;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(1B) MdL FGM-sulcus(mm)	int	0,8;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(1B) MdF FGM-sulcus(mm)	int	0,6;99:Cannot be assessed	WTMEC2YR
LOA Max L(2M) DF FGM-sulcus(mm)	int	0,9;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(1B) ML FGM-sulcus(mm)	int	0,9;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(1B) DF FGM-sulcus(mm)	int	0,7;99:Cannot be assessed	WTMEC2YR
LOA Max L(2M) ML FGM-sulcus(mm)	int	0,11;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(1B) MF FGM-sulcus(mm)	int	0,8;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(1B) DL FGM-sulcus(mm)	int	0,8;99:Cannot be assessed	WTMEC2YR
LOA Max L(2M) MF FGM-sulcus(mm)	int	0,12;99:Cannot be assessed	WTMEC2YR
LOA Max L(2M) DL FGM-sulcus(mm)	int	0,9;99:Cannot be assessed	WTMEC2YR
LOA Max R(CI) MF calculated AL(mm)	int	0,10;99:Cannot be assessed	WTMEC2YR
LOA Max R(CI) DL calculated AL(mm)	int	0,11;99:Cannot be assessed	WTMEC2YR
LOA Max R(CI) DF calculated AL(mm)	int	0,11;99:Cannot be assessed	WTMEC2YR
LOA Max R(CI) ML calculated AL(mm)	int	0,10;99:Cannot be assessed	WTMEC2YR
LOA Max R(CI) MdL calculated AL(mm)	int	0,10;99:Cannot be assessed	WTMEC2YR
LOA Max R(CI) MdF calculated AL(mm)	int	0,10;99:Cannot be assessed	WTMEC2YR
LOA Max R(LI) MF calculated AL(mm)	int	0,12;99:Cannot be assessed	WTMEC2YR
LOA Max R(LI) DL calculated AL(mm)	int	0,12;99:Cannot be assessed	WTMEC2YR
LOA Max R(LI) MdF calculated AL(mm)	int	0,16;99:Cannot be assessed	WTMEC2YR
LOA Max R(LI) MdL calculated AL(mm)	int	0,12;99:Cannot be assessed	WTMEC2YR
LOA Max R(LI) DF calculated AL(mm)	int	0,12;99:Cannot be assessed	WTMEC2YR
LOA Max R(LI) ML calculated AL(mm)	int	0,11;99:Cannot be assessed	WTMEC2YR
LOA Max L(1B) MdF FGM-sulcus(mm)	int	0,6;99:Cannot be assessed	WTMEC2YR
LOA Max L(1B) MdL FGM-sulcus(mm)	int	0,8;99:Cannot be assessed	WTMEC2YR
LOA Max L(1B) DF FGM-sulcus(mm)	int	0,8;99:Cannot be assessed	WTMEC2YR
LOA Max L(1B) ML FGM-sulcus(mm)	int	0,8;99:Cannot be assessed	WTMEC2YR
LOA Max L(1B) MF FGM-sulcus(mm)	int	0,9;99:Cannot be assessed	WTMEC2YR
LOA Max L(1B) DL FGM-sulcus(mm)	int	0,9;99:Cannot be assessed	WTMEC2YR
LOA Max R(2B) DL FGM-sulcus(mm)	int	0,9;99:Cannot be assessed	WTMEC2YR
LOA Max R(2B) MF FGM-sulcus(mm)	int	0,7;99:Cannot be assessed	WTMEC2YR
LOA Max R(2B) MdL FGM-sulcus(mm)	int	0,8;99:Cannot be assessed	WTMEC2YR
LOA Max R(2B) MdF FGM-sulcus(mm)	int	0,6;99:Cannot be assessed	WTMEC2YR
LOA Max R(2B) ML FGM-sulcus(mm)	int	0,8;99:Cannot be assessed	WTMEC2YR
LOA Max R(2B) DF FGM-sulcus(mm)	int	0,10;99:Cannot be assessed	WTMEC2YR
LOA Max L(CI) DL calculated AL(mm)	int	0,10;99:Cannot be assessed	WTMEC2YR
LOA Max L(CI) MF calculated AL(mm)	int	0,10;99:Cannot be assessed	WTMEC2YR
LOA Max L(CI) MdF calculated AL(mm)	int	0,11;99:Cannot be assessed	WTMEC2YR
LOA Max L(CI) MdL calculated AL(mm)	int	0,10;99:Cannot be assessed	WTMEC2YR
LOA Max L(CI) ML calculated AL(mm)	int	0,10;99:Cannot be assessed	WTMEC2YR
LOA Max L(CI) DF calculated AL(mm)	int	0,14;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(LI) MF FGM-CEJ(mm)	int	-8,2;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(LI) DL FGM-CEJ(mm)	int	-8,2;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(1M) MF FGM-sulcus(mm)	int	0,8;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(1M) DL FGM-sulcus(mm)	int	0,9;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(LI) ML FGM-CEJ(mm)	int	-8,2;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(1M) MdF FGM-sulcus(mm)	int	0,6;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(LI) DF FGM-CEJ(mm)	int	-8,2;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(1M) ML FGM-sulcus(mm)	int	0,8;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(LI) MdF FGM-CEJ(mm)	int	-10,2;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(LI) MdL FGM-CEJ(mm)	int	-9,1;99:Cannot be assessed	WTMEC2YR
LOA Max L(2B) MdL FGM-CEJ(mm)	int	-9,1;99:Cannot be assessed	WTMEC2YR
LOA Max L(2B) MdF FGM-CEJ(mm)	int	-8,1;99:Cannot be assessed	WTMEC2YR
LOA Max L(2B) ML FGM-CEJ(mm)	int	-8,2;99:Cannot be assessed	WTMEC2YR
LOA Max L(2B) DF FGM-CEJ(mm)	int	-6,1;99:Cannot be assessed	WTMEC2YR
LOA Max L(2B) DL FGM-CEJ(mm)	int	-10,2;99:Cannot be assessed	WTMEC2YR
LOA Max L(2B) MF FGM-CEJ(mm)	int	-6,2;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(1B) DL FGM-CEJ(mm)	int	-6,2;99:Cannot be assessed	WTMEC2YR
LOA Max L(1M) MF calculated AL(mm)	int	0,15;99:Cannot be assessed	WTMEC2YR
LOA Max L(1M) DL calculated AL(mm)	int	0,14;99:Cannot be assessed	WTMEC2YR
LOA Max L(1M) MdF calculated AL(mm)	int	0,12;99:Cannot be assessed	WTMEC2YR
LOA Max L(1M) MdL calculated AL(mm)	int	0,14;99:Cannot be assessed	WTMEC2YR
LOA Max L(1M) DF calculated AL(mm)	int	0,15;99:Cannot be assessed	WTMEC2YR
LOA Max L(1M) ML calculated AL(mm)	int	0,10;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(1B) DL FGM-sulcus(mm)	int	0,8;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(1B) MdF FGM-sulcus(mm)	int	0,5;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(2B) MdL FGM-sulcus(mm)	int	0,8;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(1M) MF FGM-CEJ(mm)	int	-8,2;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(2M) MdF calculated AL(mm)	int	0,10;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(2M) MdL calculated AL(mm)	int	0,12;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(2M) ML calculated AL(mm)	int	0,13;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(2M) DF calculated AL(mm)	int	0,10;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(1M) DF FGM-CEJ(mm)	int	-8,1;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(1M) ML FGM-CEJ(mm)	int	-6,2;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(2M) MF calculated AL(mm)	int	0,12;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(1M) MdF FGM-CEJ(mm)	int	-8,1;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(2M) DL calculated AL(mm)	int	0,13;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(2B) DL FGM-sulcus(mm)	int	0,8;99:Cannot be assessed	WTMEC2YR
LOA Max R(2M) MF FGM-CEJ(mm)	int	-7,2;99:Cannot be assessed	WTMEC2YR
LOA Max R(2M) DL FGM-CEJ(mm)	int	-10,2;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(1M) DL FGM-CEJ(mm)	int	-6,2;99:Cannot be assessed	WTMEC2YR
LOA Max R(2M) MdL FGM-CEJ(mm)	int	-10,2;99:Cannot be assessed	WTMEC2YR
LOA Max R(2M) MdF FGM-CEJ(mm)	int	-7,2;99:Cannot be assessed	WTMEC2YR
LOA Max R(2M) ML FGM-CEJ(mm)	int	-8,2;99:Cannot be assessed	WTMEC2YR
LOA Max R(2M) DF FGM-CEJ(mm)	int	-8,2;99:Cannot be assessed	WTMEC2YR
LOA Max R(2B) MdL FGM-CEJ(mm)	int	-7,1;99:Cannot be assessed	WTMEC2YR
LOA Max R(2B) MdF FGM-CEJ(mm)	int	-8,1;99:Cannot be assessed	WTMEC2YR
LOA Max R(2B) DF FGM-CEJ(mm)	int	-8,2;99:Cannot be assessed	WTMEC2YR
LOA Max R(2B) ML FGM-CEJ(mm)	int	-6,2;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(2B) MdL FGM-CEJ(mm)	int	-8,1;99:Cannot be assessed	WTMEC2YR
LOA Max R(2B) DL FGM-CEJ(mm)	int	-8,2;99:Cannot be assessed	WTMEC2YR
LOA Max R(2B) MF FGM-CEJ(mm)	int	-5,2;99:Cannot be assessed	WTMEC2YR
LOA Max R(1M) ML calculated AL(mm)	int	0,12;99:Cannot be assessed	WTMEC2YR
LOA Max R(1M) DF calculated AL(mm)	int	0,12;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(CI) MdL FGM-CEJ(mm)	int	-8,1;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(CI) MdF FGM-CEJ(mm)	int	-8,1;99:Cannot be assessed	WTMEC2YR
LOA Max R(1M) MdF calculated AL(mm)	int	0,11;99:Cannot be assessed	WTMEC2YR
LOA Max R(1M) MdL calculated AL(mm)	int	0,14;99:Cannot be assessed	WTMEC2YR
LOA Max R(1M) MF calculated AL(mm)	int	0,13;99:Cannot be assessed	WTMEC2YR
LOA Max R(1M) DL calculated AL(mm)	int	0,16;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(CI) MF FGM-CEJ(mm)	int	-8,2;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(CI) DL FGM-CEJ(mm)	int	-6,1;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(2M) MdF calculated AL(mm)	int	0,9;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(1B) MdF FGM-CEJ(mm)	int	-8,1;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(1B) MdL FGM-CEJ(mm)	int	-8,1;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(2B) ML FGM-sulcus(mm)	int	0,8;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(2B) DF FGM-sulcus(mm)	int	0,7;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(1B) DF FGM-CEJ(mm)	int	-7,2;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(1B) ML FGM-CEJ(mm)	int	-6,1;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(2B) MdL FGM-sulcus(mm)	int	0,7;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(2B) MdF FGM-sulcus(mm)	int	0,6;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(2B) MF FGM-sulcus(mm)	int	0,6;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(2B) DL FGM-sulcus(mm)	int	0,9;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(1B) DL FGM-CEJ(mm)	int	-7,2;99:Cannot be assessed	WTMEC2YR
LOA Mnd L(1B) MF FGM-CEJ(mm)	int	-6,2;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(1M) MdL FGM-CEJ(mm)	int	-8,1;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(CI) DF calculated AL(mm)	int	0,10;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(CI) ML FGM-sulcus(mm)	int	0,8;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(LI) DF FGM-CEJ(mm)	int	-8,2;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(CI) DF FGM-sulcus(mm)	int	0,7;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(CI) MdF FGM-sulcus(mm)	int	0,6;99:Cannot be assessed	WTMEC2YR
LOA Mnd R(CI) MdL FGM-sulcus(mm)	int	0,4;99:Cannot be assessed	WTMEC2YR
